content analysis,0.9220997639
information technology,0.9178806657
language model,0.9155651574
semantic web,0.9139153409
sentiment analysis,0.9135125049
social science,0.9106592669
user profile,0.9103725330
semantic similarity,0.9100091811
citation analysis,0.9098959526
text mining,0.9089610350
web search engine,0.9061123341
text classification,0.9041748980
impact factor,0.9032930721
web search,0.9020834589
special topic,0.9007585738
social network,0.8997272333
content image,0.8997151348
data mining,0.8987307055
information retrieval,0.8964810257
big data,0.8954505807
library catalog,0.8944653220
world wide web,0.8928444144
peer review,0.8927167475
social media,0.8919345422
guest editor introduction special section,0.8916185418
health informatics,0.8889811695
topic model,0.8876591197
editorial special section,0.8855514110
information science,0.8846993882
introduction special section,0.8815513466
literature review,0.8815037869
editorial introduction special,0.8807681005
guest editorial introduction,0.8807190481
neural network,0.8801408465
open access journal,0.8786035500
paper special,0.8770519161
guest editorial introduction special,0.8752020489
open access,0.8743079167
guest editorial special,0.8696707624
knowledge discovery,0.8688507848
natural language,0.8682930116
arabic text,0.8665029306
content image retrieval,0.8647409153
editor introduction special section,0.8646620200
editorial introduction,0.8617198943
image retrieval,0.8596274155
search engine,0.8552106714
editor foreword special,0.8510619769
search result,0.8473000987
introduction special topic,0.8421453801
domain specific,0.8405518253
foreword special,0.8402144211
artificial intelligence,0.8390497330
editor introduction special,0.8379765343
editorial introduction special section,0.8336910744
social tag,0.8331626750
editorial special,0.8315513466
research agenda,0.8310313427
library information science,0.8309260005
data engineer,0.8283517317
web page,0.8228610349
ieee access special,0.8105424978
context sensitive,0.8104533803
cross language,0.8101814784
guest editor introduction special,0.8008996833
systematic literature review,0.8003285394
end user,0.7996037285
text categorization,0.7790160859
query expansion,0.7777076363
theory practice,0.7710519690
international conference,0.7676445468
guest editorial introduction special section,0.7593758794
ieee access special section,0.7510466691
similarity measure,0.7446213777
digital library,0.7420393610
knowledge data engineer,0.7118958623
select paper,0.7063922240
seek behavior,0.6870598841
select paper ieee,0.6815299775
introduction special topic section,0.6764874374
relevance judgment,0.6701491003
special topic section,0.6688488716
journal article,0.6633433073
engineer guest editor introduction,0.6427445163
long term,0.6421317874
guest editorial special select paper,0.6389880031
information seek,0.6388651772
recent advance,0.6384553223
document cluster,0.6196003145
international workshop,0.6167080185
citation impact,0.6018111093
access special section,0.6010845780
introduction special,0.6001943950
search behavior,0.5946655731
user preference,0.5945177891
latent semantic index,0.5900602575
cross language information retrieval,0.5893337540
large scale,0.5872842710
link data,0.5822676186
editor foreword,0.5807380370
conference data engineer,0.5799520092
knowledge management,0.5783978282
interactive information retrieval,0.5742318237
workshop report,0.5705328653
academic library,0.5705247863
guest editor foreword,0.5699097842
guest editorial special select,0.5690261490
relevance feedback,0.5687255990
editorial special select paper,0.5683458850
guest editorial special section,0.5672773688
ieee access special section editorial,0.5647467845
peer peer,0.5642496350
natural language process,0.5635841302
editorial board,0.5617086174
special theme,0.5603278941
cross language information,0.5588407658
special select paper,0.5563644292
section international conference data engineer,0.5548408156
select peer review article,0.5462521615
philosophy science,0.5458863686
web document,0.5455574712
information seek behavior,0.5445043035
information science research,0.5423679739
special computational,0.5422250357
scientific literature,0.5319625552
latent semantic,0.5301061052
book review,0.5277853794
document retrieval,0.5255713848
section international conference,0.5209658608
web site,0.5195796268
social science humanity,0.5186602582
editorial board change,0.5125390672
section international conference data,0.5116082133
xml document,0.5097029692
structural realism,0.5092750661
engineer guest,0.5085357716
international conference data,0.4996523566
biomedical health informatics,0.4944430528
scientific realism,0.4942752102
retrieval effectiveness,0.4814384551
automatic query expansion,0.4793577225
editorial math log,0.4783439610
wide web,0.4762988202
special section international conference,0.4758112130
automatic index,0.4750641239
web search result,0.4742960150
select paper guest,0.4672149619
geographic information,0.4646293631
statistical analysis data mining,0.4623973789
access special section editorial,0.4616916805
special section editorial,0.4600053679
online catalog,0.4598653645
online search,0.4587701649
