multi agent system,0.9259785544
adaptive control,0.9192399694
optimal control,0.9191017882
neural network,0.9181125902
steady state,0.9166526595
mobile robot,0.9144653895
parameter estimation,0.9110423120
differential equation,0.9087123780
input output,0.9068650860
state space,0.9055592758
model predictive control,0.9042819420
frequency domain,0.8993318940
recurrent neural network,0.8990669806
stability analysis,0.8987942182
fault tolerant,0.8940992127
induction motor,0.8925750690
predictive control,0.8924009567
motion control,0.8876708882
state estimation,0.8873141486
fuzzy logic,0.8869778185
nonlinear control,0.8869004820
model predictive,0.8860208143
robust control,0.8850511235
robust stability analysis,0.8834448045
attitude control,0.8806047211
optimal design,0.8790840227
linear model,0.8732326940
frequency response,0.8720474063
petri net,0.8681958220
discrete event,0.8677389753
high order,0.8666149333
piecewise linear,0.8429508465
terminal slide mode,0.8426975031
motor drive,0.8411074325
strict feedback,0.8394426241
complex network,0.8391787159
feedback neural,0.8359156208
network switch,0.8352343895
estimation linear,0.8321704352
controller design,0.8284156956
class nonlinear,0.8183072578
infinite horizon,0.8115198811
small gain,0.8084763893
linear dynamic,0.8031331613
input state stability,0.8022442732
recurrent neural,0.8009876287
fractional order,0.7942669549
robot manipulator,0.7941865234
fault detection,0.7875284817
control distribute,0.7831331613
gain schedule,0.7826319492
network controller,0.7811644720
model reference,0.7807193196
output feedback,0.7793093500
identification nonlinear,0.7784433041
stability neural,0.7782478054
nonlinear output,0.7782478054
actuator saturation,0.7782063633
adaptive optimal,0.7767785071
disturbance attenuation,0.7754353650
linear stochastic,0.7754138630
stability neural network,0.7744978054
reinforcement learn,0.7726319492
delay approach,0.7721800624
optimal control problem,0.7701965157
distribute control,0.7698993607
analysis design,0.7676188908
control continuous,0.7644383608
piecewise affine,0.7587462424
delay input,0.7582478054
approach robust,0.7567476197
output feedback model,0.7562780032
model robust,0.7559580857
static output feedback,0.7544147716
switch network,0.7534530787
control nonlinear stochastic,0.7515059735
neural network model,0.7511644720
stabilization class nonlinear,0.7499485800
control design,0.7494611900
adaptive dynamic program,0.7492737208
network approach,0.7471951738
input saturation,0.7464262658
control close,0.7438618404
