neural network,0.9207968313
nuclear power plant,0.9165851411
markov chain,0.9162041708
fuzzy logic,0.9150570106
nuclear power,0.9143041490
markov model,0.9092324213
waste isolation pilot plant,0.9086502623
fault tolerant,0.9084686095
fault tree analysis,0.9078030677
monte carlo simulation,0.9069354310
sensitivity analysis,0.9058684751
electric vehicle,0.9053381852
preventive maintenance,0.9010674933
monte carlo,0.9007907392
critical infrastructure,0.8992438109
optimal control,0.8988481262
risk assessment,0.8932624410
fault tolerance,0.8920365607
human reliability,0.8918910200
failure rate,0.8914388272
supply chain,0.8866374450
bayesian network,0.8854411528
bayesian inference,0.8811827399
yucca mountain,0.8740065359
genetic algorithm,0.8715292909
nuclear fuel,0.8690097893
wind turbine,0.8684448893
petri net,0.8683289800
pilot plant,0.8681702402
probabilistic risk assessment,0.8621394962
performance assessment propose high,0.8600684016
multi objective,0.8567675818
spent nuclear fuel,0.8564368943
importance measure,0.8517061107
bayesian belief network,0.8443663674
isolation pilot plant,0.8425728123
condition maintenance,0.8362962878
yucca mountain nevada,0.8341255598
performance assessment,0.8339130917
design optimization,0.8291369012
fault detection isolation,0.8290762447
assessment waste,0.8287988503
mountain nevada,0.8274046739
performance evaluation,0.8145079217
uncertainty sensitivity analysis,0.8014129209
assessment waste isolation pilot plant,0.7966914619
radioactive waste,0.7946527850
model validation,0.7919295510
failure probability,0.7746638459
assessment waste isolation pilot,0.7728224219
human reliability analysis,0.7703068916
performance assessment propose,0.7620320259
radioactive waste repository,0.7561758418
function performance assessment waste isolation pilot,0.7553372105
safety critical,0.7526219641
maintenance policy,0.7503599302
markov chain monte carlo,0.7444469827
fuzzy inference,0.7431018951
high level,0.7418649911
performance assessment propose high level,0.7403045335
fault tree,0.7381861884
fault detection,0.7371504721
power plant,0.7366947378
reliability analysis,0.7323111005
performance assessment waste,0.7301667505
human error,0.7270227083
performance assessment waste isolation,0.7261995121
artificial neural network,0.7210219255
fault diagnosis,0.7196840193
multi state,0.7193900640
carlo simulation,0.7176928577
assessment propose high level radioactive,0.7157279621
reliability assessment,0.7113447358
markov chain monte,0.7110540806
performance assessment yucca mountain disposal,0.7080459891
assessment propose high level,0.7043454650
assessment propose high,0.7013740365
maintenance optimization,0.7005928438
repository yucca,0.6968040784
risk analysis,0.6830983500
discrete event system,0.6748465421
repository yucca mountain,0.6738717631
waste repository,0.6676081854
isolation pilot,0.6640604887
level radioactive waste repository,0.6623214941
failure mode,0.6583305692
repository yucca mountain nevada,0.6564945543
epistemic uncertainty,0.6532669417
bayesian approach,0.6531667353
condition monitor,0.6488989081
scenario classes performance,0.6485023389
safety critical system,0.6396789043
power distribution,0.6376536137
uncertainty sensitivity,0.6268929969
supply chain management,0.6247814873
scenario classes performance assessment,0.6232525589
nuclear fuel high,0.6207553485
quantification margin uncertainty,0.6202304668
risk management,0.6131667353
risk inform,0.6127033344
performance assessment waste isolation pilot,0.6116416782
ear warn,0.6089255273
assessment propose,0.5985582703
assessment waste isolation,0.5973154196
model predictive control,0.5967035827
assessment yucca mountain disposal system spent,0.5914299145
supply chain network,0.5872739076
performance assessment propose high level radioactive,0.5869445898
mode effect analysis,0.5862079223
safety assessment,0.5857700996
statistical analysis,0.5849469819
spent nuclear,0.5836663663
emergency operate procedure,0.5817917694
classes performance assessment,0.5807123568
cumulative distribution function performance assessment waste,0.5801530788
dynamic probabilistic simulation operate crew,0.5748161537
detection isolation,0.5738729468
associate complementary cumulative distribution function,0.5693031060
parameter uncertainty,0.5651009002
assessment propose high level radioactive waste,0.5553944465
associate complementary cumulative distribution function performance,0.5537809548
fault tolerant control,0.5480371532
dynamic probabilistic simulation operate crew response,0.5477668179
mountain disposal,0.5452028028
distribution function performance assessment waste isolation,0.5390364779
cognitive model dynamic probabilistic simulation,0.5362760881
waste repository yucca,0.5325343238
model dynamic probabilistic simulation operate crew,0.5322273865
probabilistic safety assessment,0.5198364616
simulation operate crew response complex,0.5167312227
propose high level radioactive waste repository,0.5111010700
fuzzy logic approach,0.5084413595
multi state system,0.5062952178
yucca mountain disposal system,0.5042237624
quantitative analysis,0.5041543632
parallel system,0.5037812109
policy multi,0.4972472599
probabilistic simulation operate crew response complex,0.4967563612
complementary cumulative distribution function performance assessment,0.4946006662
function performance assessment waste isolation,0.4932177155
procedure nuclear power plant,0.4858799826
dynamic probabilistic simulation operate,0.4856323661
system spent nuclear fuel high,0.4855278597
common cause failure,0.4855185352
phase mission,0.4831028858
propose high level radioactive,0.4811010700
fuzzy inference system,0.4769879015
fuel high,0.4756604601
waste repository yucca mountain,0.4742791811
imperfect preventive maintenance,0.4653679372
series parallel,0.4650503637
system spent nuclear fuel high level,0.4648701481
yucca mountain disposal,0.4618879874
discrete event,0.4590539197
uncertainty quantification,0.4577056226
repository yucca mountain nevada uncertainty sensitivity,0.4551873293
classes performance assessment propose high level,0.4547459326
measure emergency operate procedure,0.4441706070
simulation operate crew response,0.4431569014
complexity measure emergency operate procedure,0.4413254591
series parallel system,0.4398518263
offshore wind turbine,0.4358730619
expect dose,0.4344973024
system spent nuclear fuel,0.4340092792
high level radioactive waste,0.4312056823
waste repository yucca mountain nevada,0.4294465045
performance assessment waste isolation pilot plant,0.4290232164
high level radioactive waste repository,0.4259698279
yucca mountain nevada uncertainty sensitivity,0.4233836221
probabilistic simulation operate crew response,0.4232594952
electric power,0.4133331797
optimal design,0.4126606900
failure mode effect,0.4122218092
maintenance plane,0.4107500728
reliability evaluation,0.4097621434
control system,0.4089790438
parameter estimation,0.4039520586
spent nuclear fuel high,0.4020732381
high level radioactive,0.4001337829
cause failure,0.3985665328
expert system,0.3920689944
global sensitivity analysis,0.3908108664
failure mode effect analysis,0.3886137458
high level radioactive waste repository yucca,0.3877233824
chain management,0.3820624892
level radioactive waste repository yucca mountain,0.3815523428
fuel high level,0.3795648388
nuclear fuel high level radioactive waste,0.3749081034
water distribution,0.3731163422
complementary cumulative distribution function performance,0.3723610325
performance analysis,0.3722899474
process control,0.3704013224
knowledge system,0.3691778561
nuclear fuel high level radioactive,0.3690787472
quantification margin,0.3682544373
mountain disposal system spent nuclear fuel,0.3666176640
nuclear reactor,0.3663287107
data driven,0.3644092919
procedure nuclear power,0.3605812979
chain network,0.3604610849
nuclear fuel high level,0.3603811653
state estimation,0.3586275679
fuel high level radioactive waste,0.3559682538
propose high level,0.3551510329
multi unit,0.3497697957
repairable system,0.3475768786
hybrid electric,0.3468940702
yucca mountain disposal system spent nuclear,0.3445045870
propose high level radioactive waste,0.3443763382
distribution function,0.3431060699
model predictive,0.3428465286
replacement policy,0.3423676626
distribution function performance assessment waste,0.3404627019
level radioactive waste repository yucca,0.3400690442
multi agent,0.3395751349
quality assessment,0.3384348834
propose high,0.3341428980
operate crew response complex,0.3328727560
compete risk,0.3297168452
operate procedure,0.3282544373
system subject,0.3273086660
vote system,0.3267407040
dynamic probabilistic simulation,0.3221432499
waste isolation,0.3214320090
unmann aerial,0.3186821685
life cycle,0.3164978844
real time,0.3150444474
model check,0.3147022214
level radioactive,0.3146005819
state system,0.3129668409
reliability center,0.3103799368
fuzzy set,0.3096884352
air traffic,0.3094667788
common cause,0.3091305607
complex network,0.3084199280
scenario classes performance assessment propose high,0.3054405065
yucca mountain disposal system spent,0.3044817478
scenario classes performance assessment propose,0.3042818381
cumulative distribution function performance assessment,0.3037471176
approach assess,0.3021143424
probabilistic model,0.3009940457
test case,0.2999709381
disposal system spent nuclear fuel,0.2980123211
quantitative assessment,0.2970532645
production plane,0.2965167636
waste isolation pilot,0.2963809620
procedure nuclear,0.2957229698
sensor network,0.2956814904
unmann aerial vehicle,0.2954037959
safety critical software,0.2951039798
mountain disposal system spent nuclear,0.2940833017
spent nuclear fuel high level,0.2900646220
chain monte carlo,0.2879961863
control chart,0.2878819081
preventive maintenance policy,0.2844671310
classes performance assessment propose high,0.2823071968
diagnosis dynamic,0.2808264758
hybrid electric vehicle,0.2785517524
safety security,0.2769049072
classes performance assessment propose,0.2767141604
complexity measure emergency operate,0.2766657899
model dynamic probabilistic simulation operate,0.2759103705
computer system,0.2748202924
software requirement,0.2716245499
optimal operation,0.2692773059
maintenance schedule,0.2671942017
bayesian framework,0.2661368525
dynamic fault tree,0.2643951213
predictive control,0.2617599218
black box,0.2609019701
predictive maintenance,0.2598178314
classes performance,0.2586784678
