principal component analysis,0.8802801390
neural network,0.8727634994
feature selection,0.8716554745
genetic algorithm,0.8714126382
feature extraction,0.8707681692
artificial neural network,0.8634787111
intrusion detection,0.8590697684
support vector machine,0.8554658372
pattern recognition,0.8547261894
basis function,0.8540136833
discriminant analysis,0.8534539519
radial basis function,0.8531493181
gene expression,0.8501445838
dimensionality reduction,0.8454519992
model selection,0.8436220890
network analysis,0.8426051991
recurrent neural network,0.8423758766
selection algorithm,0.8419285923
face recognition,0.8382893050
synaptic plasticity,0.8357623554
anomaly detection,0.8350476899
vector quantization,0.8334842369
fuzzy logic,0.8307921220
social network,0.8281749457
gradient descent,0.8261475053
data mining,0.8256117692
bayesian network,0.8239354326
data stream,0.8204553076
decision tree,0.8186407244
kernel function,0.8167747902
neural net,0.8131068201
support vector regression,0.8106830525
reinforcement learn,0.8068315180
evolutionary algorithm,0.7900774609
classification rule,0.7606382949
rule extraction,0.7582408402
component analysis,0.7578097368
bidirectional associative memory,0.7550356236
cluster algorithm,0.7438041183
machine learn,0.7430825063
spike neuron,0.7424026117
twin support vector machine,0.7376613489
pulse couple neural network,0.7312038515
association rule mining,0.7311285235
artificial neural,0.7299740215
activation function,0.7288172644
learn vector quantization,0.7217301474
cellular neural,0.7165818198
semi supervise,0.7149600140
image classification,0.7105502874
organize feature map,0.6953251000
incremental learn,0.6907292827
series prediction,0.6842979842
competitive learn,0.6825354522
classification problem,0.6815990815
cost sensitive,0.6740688155
learn algorithm,0.6737760232
extreme learn,0.6702432739
discriminant analysis face,0.6660547045
fuzzy inference,0.6655960553
train algorithm,0.6603789503
principal component,0.6595464495
machine learn technique,0.6566661253
series classification,0.6540309012
cellular neural network,0.6536541110
discriminant analysis face recognition,0.6525400605
vector regression,0.6514189302
supervise learn,0.6509526205
twin support,0.6453963166
multilayer neural network,0.6423284766
genetic network program,0.6420809502
twin support vector,0.6420420407
vector machine classifier,0.6353945375
learn approach,0.6332386645
fuzzy min max neural,0.6308479626
feature map,0.6263904529
unsupervis learn,0.6259968561
network approach,0.6244508270
pulse couple neural,0.6193307190
couple neural network,0.6185850860
fuzzy rule,0.6185744843
adaptive fuzzy,0.6178208221
associative memory,0.6142760023
active learn,0.6121440611
couple neural,0.6087210024
metric learn,0.6079027232
learn technique,0.6059109804
subset selection,0.6035902475
support vector machine classifier,0.6009473898
online learn,0.6003498947
expression data,0.5967072926
text classification,0.5958722355
convolutional neural network,0.5924567771
basis function neural network,0.5924438802
algorithm learn,0.5858255381
