objective function,0.9128113906
parameter estimation,0.9123850051
approximation algorithm,0.9119284967
optimization problem,0.9102461282
iterative method,0.9085861747
combinatorial optimization,0.9068952411
multi objective optimization,0.9065323081
piecewise linear,0.9053083718
parallel algorithm,0.9044636690
sparse matrix,0.9040636208
level set,0.9037246676
algebraic equation,0.9027559733
particle swarm optimization,0.9016807184
numerical solution,0.9010208355
tabu search,0.9000002932
evolutionary algorithm,0.8994740138
algorithm solve,0.8973089943
genetic algorithm,0.8969045467
integral equation,0.8961584825
large sparse,0.8958167984
ant colony optimization,0.8954907076
optimal control,0.8952271997
sparse approximate,0.8943559928
square root,0.8942013368
dynamic program,0.8934246741
discriminant analysis,0.8913610123
wavelet transform,0.8883017913
assignment problem,0.8877642649
approximation scheme,0.8871583909
inverse problem,0.8852366158
finite element,0.8852285877
linear program,0.8847928456
partial differential equation,0.8836286547
automatic differentiation,0.8831630802
differential evolution,0.8817438223
location problem,0.8815613616
shortest path problem,0.8808656962
integer program,0.8804561000
total variation,0.8792487339
support vector machine,0.8788706423
quadratic program,0.8788049815
np hard,0.8783612698
ant colony,0.8783083656
basis function,0.8772128919
radial basis function,0.8770870867
saddle point,0.8769917220
network solve,0.8751534024
simple polygon,0.8727835497
convex hull,0.8710982205
stability analysis,0.8704018683
differential equation,0.8699077579
shortest path,0.8683494570
schedule problem,0.8679737834
positive definite,0.8676953059
conjugate gradient,0.8664546361
elliptic curve,0.8657108868
sensitivity analysis,0.8655169952
local search,0.8654878470
discrete logarithm,0.8614087041
sparse matrices,0.8587974735
search algorithm,0.8561194765
matrix factorization,0.8542339713
series parallel,0.8540816210
interior point,0.8504719157
neural network solve,0.8447852556
objective optimization,0.8439952878
constrain optimization,0.8438824221
neural network,0.8435308983
polynomial chao expansion,0.8393941786
float point,0.8389245352
fix point,0.8353935958
shop schedule problem,0.8335759788
colony optimization,0.8322353692
convex optimization,0.8315967456
optimal control problem,0.8299802152
linear equation,0.8292186979
newton method,0.8277859175
minimum spane,0.8275390884
polynomial chao,0.8266365314
domain decomposition,0.8213397750
elliptic partial differential equation,0.8123855957
knapsack problem,0.8104953142
fast multipole,0.8082161851
linear quadratic,0.8003549477
vector machine,0.7980299896
projection neural network,0.7932703066
symmetric positive definite,0.7880880293
approximate inverse,0.7816425241
stochastic differential equation,0.7816424654
primal dual,0.7816276476
global sensitivity analysis,0.7773080948
recurrent neural network,0.7765754066
minimum spane tree,0.7692543077
cubic spline,0.7537027382
