markov chain,0.8940955184
fault tolerant,0.8915974454
neural network,0.8904827598
nuclear power,0.8904288138
fuzzy logic,0.8882773013
genetic algorithm,0.8878323074
nuclear power plant,0.8844834696
monte carlo simulation,0.8843236825
monte carlo,0.8783019742
importance measure,0.8771650621
sensitivity analysis,0.8763835244
supply chain,0.8753112016
optimal control,0.8741947194
markov model,0.8708900306
critical infrastructure,0.8700801124
electric vehicle,0.8663267224
bayesian network,0.8653554913
petri net,0.8614104796
fault tolerance,0.8613617971
risk assessment,0.8602713699
wind turbine,0.8577923861
bayesian inference,0.8532660448
failure rate,0.8518707862
human reliability,0.8453120597
fault tree analysis,0.8441794628
markov chain monte,0.8433235196
carlo simulation,0.8410286354
multi objective,0.8402269617
yucca mountain,0.8198750428
procedure nuclear power plant,0.8120249310
nuclear fuel,0.8090175962
spent nuclear fuel,0.8060885924
waste isolation pilot plant,0.8040656656
probabilistic risk assessment,0.7907920204
preventive maintenance,0.7870547852
condition monitor,0.7869195265
fault diagnosis,0.7819902129
failure probability,0.7746451982
radioactive waste,0.7662105832
power plant,0.7651654941
fault detection isolation,0.7571300898
fault tree,0.7570727297
human error,0.7464013322
failure mode,0.7458978335
bayesian approach,0.7396158677
supply chain management,0.7374434554
multi agent,0.7236175366
performance evaluation,0.7216298288
fuzzy inference,0.7199529073
artificial neural network,0.7134345127
safety critical software,0.7084306112
procedure nuclear power,0.7015991068
safety critical,0.6974764224
electric power,0.6968936759
model check,0.6960924050
belief network,0.6950412631
model validation,0.6942704008
markov chain monte carlo,0.6909698459
uncertainty sensitivity analysis,0.6899592097
safety assessment,0.6826025511
bayesian belief network,0.6814581554
uncertainty quantification,0.6787048511
detection isolation,0.6750332059
uncertainty sensitivity,0.6745949380
data driven,0.6719562828
mode effect analysis,0.6642551748
performance assessment,0.6562660661
mountain nevada,0.6557585856
model predictive control,0.6433652154
control chart,0.6411454149
assessment waste,0.6399100538
probabilistic safety assessment,0.6377598815
chain monte carlo,0.6293995186
high level,0.6293725815
function performance assessment waste isolation pilot,0.6264661796
pilot plant,0.6236910818
human reliability analysis,0.6207746909
yucca mountain nevada,0.6200849121
parameter estimation,0.6179315685
level radioactive waste repository,0.6158503056
classes performance assessment,0.6150485165
maintenance policy,0.6148459876
replacement policy,0.6143481511
performance assessment waste,0.6106546503
failure mode effect,0.6068021805
level radioactive waste,0.6044247040
isolation pilot plant,0.6035824157
maintenance schedule,0.6027032249
failure mode effect analysis,0.5950455019
risk management,0.5909712167
reliability evaluation,0.5899836755
chain management,0.5826070360
predictive control,0.5811335095
tree analysis,0.5783854854
design optimization,0.5755542133
predictive maintenance,0.5695469961
parameter uncertainty,0.5687438638
radioactive waste repository yucca,0.5658645854
nuclear fuel high,0.5650205318
multi state,0.5650175526
critical software,0.5597976581
performance assessment propose high,0.5596293077
performance assessment propose,0.5573666926
waste repository yucca,0.5557465458
cognitive model dynamic probabilistic simulation,0.5540895462
supply chain network,0.5482170062
global sensitivity analysis,0.5422001462
radioactive waste repository,0.5397218981
spent nuclear fuel high,0.5390275305
emergency operate procedure,0.5383869576
waste repository yucca mountain,0.5326578658
life cycle,0.5309267088
reliability analysis,0.5301557919
function performance assessment waste isolation,0.5281672788
hybrid electric vehicle,0.5267563697
sensor network,0.5242920176
high level radioactive waste,0.5221444039
performance assessment propose high level,0.5220246389
assessment propose,0.5182301366
epistemic uncertainty,0.5169607883
procedure nuclear,0.5148142750
markov decision,0.5139972330
ear warn,0.5132164994
maintenance optimization,0.5112654121
performance assessment yucca mountain disposal,0.5090908304
high level radioactive waste repository,0.5077073350
scenario classes performance,0.5059387912
cumulative distribution function performance assessment waste,0.5056088091
scenario classes performance assessment,0.5053488708
assessment waste isolation,0.5038569039
high level radioactive,0.5029338828
radioactive waste repository yucca mountain nevada,0.5015550969
waste repository,0.5007134233
risk inform,0.5004134826
assessment propose high level radioactive,0.4972256469
dynamic probabilistic simulation operate,0.4967523515
fault tolerant control,0.4959615452
decision tree,0.4959193430
radioactive waste repository yucca mountain,0.4922477755
propose high level,0.4912415135
repository yucca mountain nevada,0.4892986738
distribution function performance assessment waste isolation,0.4859939729
repository yucca mountain nevada uncertainty sensitivity,0.4842530728
assessment propose high level radioactive waste,0.4820502083
dynamic fault tree,0.4819661964
spent nuclear fuel high level,0.4797981355
model dynamic probabilistic simulation operate crew,0.4792827752
measure emergency operate procedure,0.4786530561
spent nuclear,0.4784869910
quantification margin uncertainty,0.4784034821
chain monte,0.4767452630
security risk,0.4766667376
state estimation,0.4727170062
function performance assessment waste,0.4726090263
yucca mountain nevada uncertainty sensitivity,0.4715828716
assessment propose high level,0.4701256045
imperfect preventive maintenance,0.4695148254
nuclear fuel high level radioactive,0.4690793514
complementary cumulative distribution function performance assessment,0.4686625908
simulation operate crew response,0.4656797000
assessment propose high,0.4642514786
fuel high,0.4628903610
compete failure,0.4580637057
dynamic probabilistic simulation operate crew response,0.4566086004
statistical analysis,0.4541482632
performance assessment propose high level radioactive,0.4503830349
nuclear fuel high level,0.4502424085
power distribution,0.4485231688
waste repository yucca mountain nevada,0.4484525565
assessment waste isolation pilot,0.4466105271
spent nuclear fuel high level radioactive,0.4465474688
distribution function performance assessment waste,0.4463587514
propose high,0.4454966748
waste isolation,0.4451689608
performance assessment waste isolation,0.4445476527
fuel high level,0.4444674092
dynamic probabilistic simulation operate crew,0.4426103477
propose high level radioactive waste,0.4423570569
dynamic probabilistic simulation,0.4419359340
simulation operate crew response complex,0.4392890613
discrete event,0.4383771853
cognitive model dynamic,0.4377463858
bayesian belief,0.4345883275
complexity measure emergency operate procedure,0.4338986522
repository yucca mountain,0.4322433518
fuel high level radioactive waste,0.4292737032
level radioactive,0.4288304658
case study,0.4268746361
probabilistic safety,0.4237189096
nuclear fuel high level radioactive waste,0.4231926862
fault detection,0.4227341687
optimal maintenance,0.4206266786
discrete event system,0.4201385890
performance assessment yucca mountain,0.4173490633
nuclear reactor,0.4171288079
quantification margin,0.4167774930
mountain nevada uncertainty sensitivity,0.4160859589
probability loss safety,0.4142259937
black box,0.4133699444
probabilistic simulation operate crew response complex,0.4117401794
waste isolation pilot,0.4108188106
state space,0.4092767000
steady state,0.4042551494
cognitive model dynamic probabilistic,0.4035965282
cumulative distribution function performance assessment,0.4032264961
function performance assessment,0.4027782558
model dynamic probabilistic simulation operate,0.4016481974
high level radioactive waste repository yucca,0.3999662823
quantitative analysis,0.3990902200
probability distribution,0.3989079345
series parallel,0.3975511274
phase mission,0.3972756098
probabilistic simulation operate crew response,0.3966886108
performance analysis,0.3959214898
classes performance,0.3959047806
classes performance assessment propose high level,0.3930951029
isolation pilot,0.3925466441
associate complementary cumulative distribution function performance,0.3920882948
decision support,0.3909578264
assessment nuclear power plant,0.3906081723
traffic management,0.3883746361
maintenance plane,0.3853605190
lifetime distribution,0.3832954887
preventive maintenance policy,0.3820233356
probabilistic risk,0.3798081154
fuel high level radioactive,0.3780509503
optimal replacement,0.3774021409
risk analysis,0.3746013355
performance assessment yucca,0.3743366997
optimal maintenance policy,0.3687048195
component importance,0.3647788924
expert system,0.3614186641
scenario classes performance assessment propose high,0.3603898839
condition maintenance,0.3582542964
repository performance assessment,0.3580422184
assessment yucca mountain disposal system spent,0.3561987382
distribution function,0.3554029305
accelerate life,0.3553594529
performance assessment waste isolation pilot plant,0.3536671115
water distribution,0.3536087318
operate procedure,0.3518421998
periodic inspection,0.3512109909
global sensitivity,0.3509578264
distribution function performance assessment,0.3507309580
nevada uncertainty sensitivity analysis,0.3504821814
common cause failure,0.3496113832
yucca mountain disposal,0.3495658235
performance assessment waste isolation pilot,0.3488425501
model dynamic probabilistic,0.3479503302
assessment waste isolation pilot plant,0.3479276002
classes performance assessment propose high,0.3472051149
hybrid electric,0.3469029305
cumulative distribution function,0.3451860951
associate complementary cumulative distribution function,0.3451264274
yucca mountain disposal system spent nuclear,0.3437357020
level radioactive waste repository yucca,0.3356420508
real time,0.3303389690
policy multi,0.3303180406
software reliability,0.3298661889
mountain disposal system spent nuclear fuel,0.3271276947
yucca mountain nevada uncertainty sensitivity analysis,0.3258368773
assessment yucca mountain disposal,0.3248522195
emergency operate,0.3237282805
air traffic,0.3233066176
reliability center,0.3229803471
operate crew response complex,0.3215107459
series parallel system,0.3213190933
reinforce concrete,0.3213174139
complex system accident,0.3204683996
model dynamic probabilistic simulation,0.3192817145
nevada uncertainty sensitivity,0.3169637181
propose high level radioactive waste repository,0.3161032547
fuzzy inference system,0.3158583222
fuzzy set,0.3145402350
mountain nevada uncertainty sensitivity analysis,0.3114495816
probability loss,0.3102278740
time series,0.3098504249
time dependent,0.3098504249
air traffic management,0.3081912112
compete risk,0.3073922898
mountain disposal,0.3071731711
waste repository yucca mountain nevada expect,0.3034463700
simulation operate crew,0.3027543340
propose high level radioactive,0.3024097297
measure emergency operate,0.3020700699
probabilistic model,0.3018161412
event tree,0.2982469564
margin uncertainty,0.2972814266
repository yucca,0.2967563745
quantitative assessment,0.2960743598
classes performance assessment propose,0.2888929052
thermal hydraulic,0.2878543579
multi component,0.2861911730
decision diagram,0.2841276576
process control,0.2834761850
cumulative distribution,0.2827772194
